Afrikaans	Danish	Dutch	English	Esperanto	Filipino	French	German	Hawaiian	Irish	Italian	Latin	Maori	Norwegian	Portuguese	Sachin-Speak	Spanish	Swahili	Swedish	Welsh	Zulu	
eksperiment	eksperiment	experiment	experiment	eksperimento	eksperimento	expérience	versuch	hoʻokolohua	turgnamh	esperimento	experimento	whakamātau	eksperiment	experiência	?	experimento	majaribio	experiment	arbrawf	lokulinga	
onderkant	bund	onderzijde	bottom	malsupro	ilalim	bas	boden	lalo	bun	fondo	imo	raro	bunnen	inferior	?	inferior	chini	botten	gwaelod	ngezansi	
sleutel	nøgle	sleutel	key	ŝlosilo	key	clé	schlüssel	kī	eochair	chiave	key	matua	nøkkel	chave	?	clave	ufunguo	nyckel	allweddol	isikhiye	
yster	jern	ijzer	iron	fero	bakal	fer	eisen	hao	iarann	ferro	ferrum	rino	jern	ferro	?	hierro	chuma	järn	haearn	nensimbi	
enkele	enkelt	enkelvoudige	single	sola	single	unique	einzel	hookahi	singil	singolo	una	kotahi	enslig	único	?	sola	moja	singel	sengl	ongashadile	
stok	stick	stok	stick	bastono	stick	bâton	stick	koʻokoʻo	bata	bastone	lignum	tokotoko	stick	vara	?	palillo	fimbo	pinne	ffon	uthi	
plat	flad	flat	flat	plata	flat	plat	wohnung	i lalo	árasán	appartamento	flat	flat	flat	plana	?	plana	gorofa	platt	fflat	ifulathi	
twintig	tyve	twintig	twenty	dudek	dalawampu’t	vingt	zwanzig	ʻiwakālua	fiche	venti	viginti	e rua tekau	tjue	vinte	?	veinte	ishirini	tjugo	ugain	amabili	
vel	hud	huid	skin	haŭto	balat	peau	haut	ili	craiceann	pelle	pelle	kiri	hud	pele	?	piel	ngozi	hud	croen	isikhumba	
glimlag	smil	glimlach	smile	rideto	ngiti	sourire	lächeln	minoʻaka	aoibh gháire	sorriso	risu	ataata	smil	sorriso	?	sonrisa	tabasamu	le	gwenu	emomotheka	
toename	krølle	vouw	crease	crease	crease	pli	falte	crease	crease	piega	rimula	pae	krøll	vinco	?	pliegue	na crease	veck	cris	dile	
gat	hul	gat	hole	truo	butas	trou	loch	puka	poll	foro	violet	rua	hull	buraco	?	agujero	shimo	hål	twll	emgodini	
spring	hoppe	springen	jump	salti	tumalon	sauter	springen	lele	léim	salto	salire	peke	hopp	saltar	?	saltar	kuruka	hoppa	neidio	eqa	
baba	barn	kindje	baby	bebo	sanggol	bébé	kind	pēpē	leanbh	bambino	praesent	te tamaiti	babyen	bebê	?	bebé	mtoto	barn	babi	umntwana	
agt	otte	acht	eight	ok	walo	huit	acht	ʻewalu	ocht	otto	octo	e waru	åtte	oito	?	ocho	nane	åtta	wyth	eziyisishiyagalombili	
dorpie	landsby	dorp	village	vilaĝo	nayon	village	dorf	kauhale	sráidbhaile	villaggio	villa	kainga	landsby	aldeia	?	pueblo	kijiji	by	pentref	emzaneni	
ontmoet	mød	ontmoeten	meet	kunvenas	matugunan	se rencontrent	treffen	ku i	le chéile	si incontrano	concurrunt	hui	møtes	meet	?	se reúnen	kukutana	möts	cwrdd	hlangana	
wortel	rod	wortel	root	radiko	ugat	racine	wurzel	aa	fréimhe	radice	radix	pakiaka	rot	raiz	?	raíz	mizizi	rot	gwraidd	impande	
koop	købe	kopen	buy	aĉeti	bumili	acheter	kaufen	kuai	cheannach	acquistare	emptum	hoko	kjøpe	comprar	?	comprar	kununua	köpa	prynu	thenga	
verhoog	hæve	verhogen	raise	enspezi	taasan	augmenter	erhöhen	hoala mai	ardú	aumentare	resuscitabo	whakaara	heve	levantar	?	aumentar	kuongeza	höja	codi	iphakamisa	
los	løse	op te lossen	solve	solvi	malutas	résoudre	lösen	ke hoʻoponopono	réiteach	risolvere	solve	te whakaoti	løse	resolver	?	resolver	kutatua	lösa	datrys	ukuxazulula	
metaal	metal	metalen	metal	metalo	metal	métal	metall	metala	miotail	metallo	ferrum	whakarewa	metall	de metal	?	de metal	chuma	metall	metel	sensimbi	
of	hvorvidt	of	whether	ĉu	kung	si	ob	paha	cé acu	se	sive	ahakoa	enten	se	?	si	kama	huruvida	p’un a	noma	
stoot	skub	duw	push	puŝo	push	pousser	drücken	pale wale	bhrú	spingere	dis	pana	push	empurre	?	empujar	kushinikiza	tryck	gwthio	phusha	
sewe	syv	zeven	seven	sep	pito	sept	sieben	ʻehiku	seacht	sette	septem	e whitu	syv	sete	?	siete	saba	sju	saith	eziyisikhombisa	
paragraaf	afsnit	paragraaf	paragraph	paragrafo	talata	paragraphe	absatz	paukū	mír	paragrafo	paragraph	kōwae	avsnitt	parágrafo	?	párrafo	aya	punkt	paragraff	indzima	
derde	tredje	derde	third	triono	ikatlong	troisième	dritte	ke kolu	tríú	terzo	tertia	te toru	tredje	terceiro	?	tercero	tatu	tredje	trydydd	okwesithathu	
sal	skal	zal	shall	mortigu	tiyak	doit	wird	e	déanfaidh	deve	numquid	ka	skal	deve	?	deberá	atakuwa	skall	rhaid	kufanele	
gehou	held	gehouden	held	tenis	pinigilang	en attente	hand	paa ana	seilbh	tenuto	posside	pūpuri	holdt	held	?	en espera	uliofanyika	vänt	a gedwir yn	owawuzoba	
hare	hår	haar	hair	haroj	buhok	cheveux	haar	lauoho	gruaig	capelli	capillum	makawe	hår	cabelo	?	pelo	nywele	hår	gwallt	izinwele	
beskryf	beskrive	beschrijven	describe	priskribi	ilarawan	décrire	beschreiben	kakau	cur síos a dhéanamh	descrivere	describere	whakaahua	beskrive	descrever	?	describir	kuelezea	beskriva	disgrifio	uchaze	
kok	kok	kok	cook	kuiristino	tagaluto	cuisinier	koch	kapena kuke	cócaireacht	cuoco	cocus	tuari	kokk	cozinheiro	?	cocinero	mpishi	kock	cogydd	umpheki	
vloer	gulv	vloer	floor	planko	palapag	étage	boden	papahele	urlár	piano	pavimentum	papa	etasje	piso	?	piso	sakafu	våningen	llawr	phansi	
óf	enten	ofwel	either	ĉu	alinman sa	chaque	entweder	kekahi	ceachtar	o	aut	rānei	enten	ou	?	ya sea	ama	antingen	naill ai	noma	
gevolg	resultat	resultaat	result	rezulto	resulta	résultat	ergebnis	result	toradh	risultato	ex	hua	resultat	resultado	?	resultado	matokeo	resultat	canlyniad	japan	
brand	brænde	verbranden	burn	bruligi	sumunog	brûler	brennen	puhi	sruthán	bruciare	comburet	tahu	brenne	queimar	?	quemar	kuchoma	bränna	llosgi	bashise	
hill	bakke	hill	hill	monto	burol	colline	hügel	puu	cnoc	collina	tumulus	pukepuke	hill	hill	?	colina	kilima	kulle	bryn	igquma	
veilig	sikker	veilig	safe	sekura	ligtas	coffre-fort	sicher	maluhia	sábháilte	sicuro	salvum	haumaru	trygg	seguro	?	seguro	salama	säker	yn ddiogel	ephephile	
kat	kat	kat	cat	kato	pusa	chat	katze	popoki	cat	gatto	cat	ngeru	katt	cat	?	gato	paka	cat	cath	likati	
eeu	århundrede	eeuw	century	jarcento	siglo	siècle	jahrhundert	kenekulia	haois	secolo	century	rau	århundre	século	?	siglo	karne ya	talet	ganrif	leminyaka	
oorweeg	overveje	overwegen	consider	konsideri	isaalang-alang	envisager	betrachten	noonoo	a mheas	considerare	considerate	whakaaro	vurdere	considerar	?	considerar	kufikiria	överväga	ystyried	cabangela	
tipe	typen	soort	type	tipo	uri ng	type	typ	ʻano	cineál	tipo	type	momo	typen	tipo	?	tipo	aina	typ	math	uhlobo	
wet	lov	wet	law	leĝo	batas	droit	gesetz	kanawai	dlí	legge	legem	te ture	lov	direito	?	ley	sheria	lag	gyfraith	umthetho	
bietjie	bit	beetje	bit	iom	bit	peu	bit	iki	giotán	bit	aliquam	moka	bit	bit	?	bit	kidogo	bitars	bit	ihhashi	
kus	kyst	kust	coast	marbordo	baybayin	côte	küste	mokuna	chósta	costa	litore	rohe	kysten	costa	?	costa	pwani	kust	arfordir	ugu	
afskrif	kopi	kopie	copy	kopio	kopya	copie	kopie	kope	cóip	copia	rescriptum	tārua	kopi	cópia	?	copia	nakala	kopia	copi	ikhophi	
frase	sætning	zinsnede	phrase	frazon	parirala	phrase	ausdruck	hopunaʻōlelo	frása	frase	phrase	kīanga	frase	frase	?	frase	maneno	fras	ymadrodd	isisho	
stil	lydløs	stil	silent	malbrua	walang sinasabi	silencieux	still	hāmau	adh	silenzioso	silentium	puku	taus	silenciosa	?	silencio	kimya	tyst	dawel	buthule	
hoë	høj	hoog	tall	altkreska	matangkad	haut	hoch	kiʻekiʻe	ard	alto	tall	roroa	høyt	alto	?	de altura	mrefu	tall	tal	abade	
sand	sandet	zand	sand	sablon	ng buhangin	sable	sand	one	gaineamh	sabbia	arenam	onepu	sand	areia	?	arena	mchanga	sand	tywod	isihlabathi	
grond	jord	bodem	soil	planko	lupa	sol	boden	aina	ithir	suolo	solum	oneone	jord	solo	?	suelo	udongo	jord	pridd	inhlabathi	
roll	rulle	rol	roll	rulo	roll	rouleau	rolle	ʻōwili	rolla	rotolo	volumen	pukapuka	rulle	rolo	?	rollo	orodha	rulle	gofrestr	qoqa	
temperatuur	temperatur	temperatuur	temperature	temperaturo	temperatura	température	temperatur	wela	teocht	temperatura	temperatus	pāmahana	temperatur	temperatura	?	temperatura	joto	temperatur	tymheredd	lokushisa	
vinger	finger	vinger	finger	fingro	daliri	doigt	finger	manamana lima	mhéar	dito	digitus	maihao	fingeren	dedo	?	dedo	kidole	finger	bys	ngomunwe	
bedryf	industri	industrie	industry	industrio	industriya	industrie	industrie	hana	tionscal	industria	industria	ahumahi	industrien	indústria	?	industria	sekta ya	industrin	diwydiant	imboni	
waarde	værdi	waarde	value	valoro	halaga	valeur	wert	waiwai	luach	valore	value	uara	verdi	valor	?	valor	thamani	värde	gwerth	azisa	
stryd	kamp	strijd	fight	lukto	lumaban	lutte	kampf	kaua	troid i	lotta	pugna	whawhai	kampen	luta	?	lucha	kupambana	slagsmål	frwydr	impi	
leuen	løgn	leugen	lie	mensogo	kasinungalingan	mensonge	lüge	moe	bréag	bugia	mendacium	teka	løgn	mentira	?	mentira	uongo	lie	gorwedd	manga	
klop	slå	verslaan	beat	venki	matalo	battre	schlagen	pepehi	buille	battere	percute	whiua	slå	bater	?	batir	kuwapiga	slå	guro	bhula	
opgewonde	ophidse	excite	excite	eksciti	gumising	exciter	begeistern	ka naita	spreagfaidh	eccitare	excitant	tokomauri	opphisse	excitar	?	excitar	kuchochea	excitera	cyffroi	ethusa	
natuurlike	naturlig	natuurlijke	natural	natura	natural	naturel	natürlich	maoli	nádúrtha	naturale	naturalis	māori	naturlig	naturais	?	naturales	asili	naturlig	naturiol	natural	
view	udsigt	view	view	vido	pagtingin	vue	blick	hawaii	dearcadh	vista	visum	tiro	visning	vista	?	vista	mtazamo	vy	barn	buka	
sin	fornuft	sense	sense	sento	pakiramdam	sens	sinn	hoohalike	ciall	senso	sensum	tikanga	følelse	sentido	?	sentido	maana	känsla	synnwyr	ngomqondo	
kapitaal	kapital	hoofdstad	capital	ĉefurbo	kapital	capital	hauptstadt	hopunaʻōlelo	caipitil	capitale	capitale	whakapaipai	kapital	capital	?	de capital	mji mkuu wa	kapital	cyfalaf	komkhulu	
sal nie	vil ikke	zal niet	won’t	ne faros	hindi maaari	ne sera pas	wird nicht	e ole	ní bheidh	non sarà	nolo	e kore e	vil ikke	não vai	?	no lo hará	si	kommer inte	ni fydd	ngeke	
stoel	stol	stoel	chair	seĝo	silya	chaise	stuhl	noho	cathaoir	sedia	cathedra	heamana	stol	cadeira	?	silla	kiti	stol	gadeirydd	isitulo	
gevaar	fare	gevaar	danger	danĝero	panganib	danger	achtung	weliweli	contúirt	pericolo	periculum	mōrearea	fare	perigo	?	peligro	hatari	fara	perygl	ingozi	
vrugte	frugt	fruit	fruit	fruktoj	prutas	fruit	obst	hua	torthaí	frutta	fructus	hua	frukt	frutas	?	fruta	matunda	frukt	ffrwythau	izithelo	
ryk	rig	rijk	rich	riĉa	mayaman	riche	reich	waiwai	saibhir	ricco	dives	taonga	rik	rico	?	rica	tajiri	rik	gyfoethog	ocebile	
dik	tyk	dikke	thick	dikaj	makapal	épais	dick	manoanoa	tiubh	spesso	densa	matotoru	tykk	grossa	?	de espesor	nene	tjock	trwchus	aminyene	
soldaat	soldat	soldaat	soldier	soldato	kawal	soldat	soldat	koa	saighdiúir	soldato	miles	hoia	soldat	soldado	?	soldado	askari	soldat	milwr	sosha	
proses	proces	proces	process	procezo	proseso	processus	prozess	kaʻina	próiseas	processo	aliquid	tukanga	prosessen	processo	?	proceso	mchakato	processen	broses	inqubo	
bedryf	operere	werken	operate	funkcii	magpatakbo	fonctionner	betreiben	hana	oibriú	operare	operantur	whakahaere	betjene	operar	?	operar	kazi	fungera	gweithredu	sebenzisa	
praktyk	praksis	praktijk	practice	praktiko	kasanayan	pratique	praxis	hana	cleachtas	pratica	praxi	mahi	praksis	prática	?	práctica	mazoezi	praktiken	ymarfer	umkhuba	
afsonderlike	særskilt	apart	separate	apartaj	hiwalay	séparé	trennen	ana	ar leithligh	separato	separatum	wehe	separat	separado	?	separada	tofauti	separat	ar wahân	ahlukene	
moeilik	svært	moeilijk	difficult	malfacila	mahirap	difficile	schwierig	ʻōwili	deacair	difficile	difficile	uaua	vanskelig	difícil	?	difícil	vigumu	svårt	anodd	nzima	
dokter	læge	arts	doctor	kuracisto	manggagamot	médecin	arzt	kauka	dochtúir	medico	medicus	tākuta	lege	médico	?	médico	daktari	läkare	meddyg	udokotela	
asseblief	venligst	aub	please	bonvolu	mangyaring	s’il vous plaît	bitte	e ʻoluʻolu	le do thoil	per favore	obsecro	tēnā	vennligst	por favor	?	por favor	tafadhali	vänligen	os gwelwch yn dda	sicela	
beskerm	beskytte	beschermen	protect	protekti	ipagtanggol	protéger	schützen	hoomalu	chosaint	proteggere	protegat	te tiaki	beskytte	proteger	?	proteger	kulinda	skydda	amddiffyn	ukuvikela	
middag	middag	middag	noon	tagmezo	tanghali	midi	mittag	awakea	meán lae	mezzogiorno	meridies	te poutumarotanga	noon	meio-dia	?	mediodía	saa sita mchana	middagstid	canol dydd	emini	
oes	afgrøde	gewas	crop	kropo	crop	récolte	ernte	iʻohiʻia	barr	raccolto	seges	hua	avling	colheita	?	de cultivos	mazao	gröda	cnwd	isitshalo	
moderne	moderne	moderne	modern	modernaj	modernong	moderne	modernen	kēia	nua-aimseartha	moderno	modern	hou	moderne	moderno	?	moderno	kisasa	moderna	modern	yesimanje	
element	elementet	onderdeel	element	elemento	elemento	élément	elementes	ʻāweʻaweʻa	eilimint	elemento	aliquid	huānga	element	elemento	?	elemento	kipengele	elementet	elfen	isici	
getref	hit	hit	hit	batita	pindutin ang	frapper	treffen	ku	hit	colpire	ictus	patua	rammet	acertar	?	golpear	hit	hit	taro	shaya	
student	studerende	leerling	student	lernantino	mag-aaral	étudiant	schüler	haumana	mac léinn	studente	discipulo	ngā ākonga	studenten	estudante	?	estudiante	mwanafunzi	studenten	myfyriwr	ofundayo	
hoek	hjørne	hoek	corner	angulo	sulok	coin	ecke	ke kihi	cúinne	angolo	anguli	kokonga	hjørne	canto	?	esquina	kona	hörn	cornel	ekhoneni	
partytjie	parti	partij	party	festo	partido	partie	partei	ʻaoʻao	páirtí	partito	pars	rōpū	fest	festa	?	partido	chama	parti	parti	inhlangano	
toevoer	forsyning	levering	supply	provizado	panustos	alimentation	versorgung	lako hou	soláthar	fornitura	copia	homai	forsyning	fornecimento	?	suministro	usambazaji	försörjning	cyflenwad	phakela	
wie se	hvis	wiens	whose	kies	kung saan ang	dont	deren	kona	a bhfuil a	la cui	cuius	tona	hvis	cuja	?	cuya	ambao	vars	y mae ei	ogama	
spoor	lokalisere	lokaliseren	locate	lokalizi	hanapin	localiser	lokalisieren	huli ana	aimsiú	individuare	locant	te kimi	isere	localizar	?	localizar	machapisho	lokalisera	o hyd	thola	
ring	ring	kookplaten	ring	ringon	singsing	anneau	rings	ke komo lima	fáinne	anello	orbis	mowhiti	ring	anel	?	anillo	pete	ring	ffoniwch	nkeneza	
karakter	karakter	karakter	character	gravulo	katangian	caractère	charakter	ano	charachtar	carattere	character	pūāhua	karakter	caráter	?	carácter	tabia ya	karaktär	cymeriad	uhlamvu	
insekte	insekt	insecten	insect	insekto	insekto	insecte	insekt	insect	feithidí	insetto	insect	pepeke	insekt	inseto	?	insecto	wadudu	insekt	pryfed	kwezinambuzane	
gevang	fanget	gevangen	caught	kaptita	nahuli	pris	gefangen	loaa	ghabh	catturato	captus	mau	fanget	capturados	?	capturado	hawakupata	fångad	dal	babanjwa	
tydperk	periode	periode	period	periodo	panahon	période	zeit	manawa	tréimhse	periodo	tempus	wā	periode	período	?	período	kipindi	period	cyfnod	isikhathi	
dui	angive	geven	indicate	indiki	ipahiwatig	indiquer	zeigen	hoike	léiríonn	indicare	indica	tohu	indikere	indicam	?	indicar	zinaonyesha	indikerar	dangos	khombisa	
radio	radio	radio in	radio	radio	radyo	radio	funk	radio	raidió	radio	radio	reo irirangi	radioen	rádio	?	radio	za redio	radio	cymru	umsakazo	
gepraat	talte	sprak	spoke	parolis	nagsalita	rayon	speiche	olelo	labhair	raggio	locutusque	ka korero	snakket	falou	?	habló	alizungumza	talade	siaradodd	wakhuluma	
atoom	atomet	atoom	atom	atomo	atom	atome	atom	ʻātoma	adamh	atomo	atom	ngota	atomet	átomo	?	átomo	chembe	atomen	atom	athomu	
menslike	menneske	menselijk	human	homa	pantao	humain	mensch	kanaka	daonna	umano	hominis	tangata	menneskelig	humano	?	humana	binadamu	humant	dynol	womuntu	
geskiedenis	historie	geschiedenis	history	historio	kasaysayan	histoire	geschichte	mōʻaukala	stair	storia	rerum	hītori	historie	história	?	historia	historia	historia	hanes	umlando	
uitwerking	effekt	werking	effect	efekto	epekto	effet	wirkung	kanawai	éifeacht	effetto	effectus	pānga	effekt	efeito	?	efecto	athari	effekt	effaith	umphumela	
elektriese	elektrisk	elektrische	electric	elektra	de-kuryenteng	électrique	elektrisch	pila nui	leictreacha	elettrico	electrica	hiko	elektrisk	elétrica	?	eléctrica	umeme	elektrisk	trydan	electric	
verwag	forventer	verwachten	expect	atendi	inaasahan	attendre	erwarten	makemake	ag súil leis	aspettare	sperare	e ti’aturi	forvente	esperar	?	esperar	kutarajia	förvänta	disgwyl	bheka	
been	knogle	bot	bone	osto	buto	os	knochen	iwi	cnámh	osso	osse	wheua	bein	osso	?	hueso	mfupa	ben	esgyrn	amathambo	
spoor	skinne	spoor	rail	fervoja	rail	rail	schiene	hoino aku	iarnróid	ferrovia	cogitis	whakakorekore mo	skinne	trilho	?	ferrocarril	reli	skena	rheilffyrdd	ujantshi	
dink	forestille	stel	imagine	imagu	isipin	imaginer	vorstellen	manao wale	shamhlú	immaginare	imaginari	whakaaro	forestille	imaginar	?	imaginar	kufikiria	föreställa sig	dychmygu	imagine	
verskaf	give	bieden	provide	provizi	magbigay	fournir	bieten	e hoomakaukau i	a chur ar fáil	fornire	praestare	whakarato	gi	fornecer	?	proporcionar	kutoa	tillhandahålla	darparu	ukuhlinzeka	
saamstem	enige	instemmen	agree	interkonsenti	sumasang-ayon	se mettre d’accord	zustimmen	ae	aontaíonn	concordare	conveniunt	whakaae	enig	concordar	?	acuerdo	kukubaliana	enas	cytuno	uvume	
dus	således	dus	thus	tiele	kaya	ainsi	so	pela	dá bhrí sin	così	ita	te kupu	dermed	assim	?	por tanto	hivyo	sålunda	felly	kanjalo	
sagte	blid	zachte	gentle	afabla	magiliw	doux	sanft	akahai	mhín	dolce	mitis	ngawari	skånsom	suave	?	suave	mpole	mild	ysgafn	mnene	
vrou	kvinde	vrouw	woman	virino	babae	femme	frau	wahine	bean	donna	mulier	te wahine	kvinne	mulher	?	mujer	mwanamke	kvinna	fenyw	owesifazane	
kaptein	kaptajn	kapitein	captain	kapitano	kapitan	capitaine	kapitän	luna	captaen	capitano	dux	rangatira	kaptein	capitão	?	capitán	nahodha	kapten	capten	ukaputeni	
raai	gætte	denk	guess	divenu	hulaan	deviner	erraten	koho	buille faoi thuairim	indovinare	suspicor	imi i	gjett	acho que	?	adivinar	nadhani	gissa	dyfalu	ukuqagela	
nodige	nødvendig	noodzakelijk	necessary	necesajn	kinakailangan	nécessaire	erforderlich	pono	gá	necessario	necesse	e tika ana	nødvendig	necessário	?	necesario	muhimu	nödvändig	angenrheidiol	kunesidingo	
skerp	skarp	scherpe	sharp	akra	matalim	net	scharf	oi	géar	tagliente	acutum	koi	skarp	sharp	?	agudo	mkali	skarp	miniog	ebukhali	
vleuel	vinge	vleugel	wing	flugilo	wing	aile	flügel	ʻēheu	sciathán	ala	alae	parirau	vinge	asa	?	ala	mrengo	vinge	adain	iphiko	
skep	skabe	creëren	create	krei	lumikha	créer	schaffen	hana	chruthú	creare	partum	te waihanga	skape	criar	?	crear	kujenga	skapa	creu	ukudala	
naaste	nabo	buurman	neighbor	proksimulo	kapit-bahay	voisin	nachbar	hoalauna	comharsa	prossimo	proximus	hoa	nabo	vizinho	?	vecino	jirani	granne	cymydog	umakhelwane	
wash	vask	wassen	wash	lavita	wash	lavage	wasch	holoi ai	nigh	lavaggio	lava	horoi	vask	lavagem	?	lavado	osha	tvätt	golchi	ukuhlamba	
kolf	flagermus	vleermuis	bat	vesperto	bat	chauve-souris	fledermaus	ʻaoʻao	bat	pipistrello	biblia	pekapeka	bat	bat	?	bate	bat kwa	slagträ	ystlumod	nelulwane	
eerder	snarere	eerder	rather	anstataŭ	sa lalong maliwanag	plutôt	eher	e aho	in áit	piuttosto	potius	kaua	heller	vez	?	más bien	badala	snarare	yn hytrach	kunalokho	
skare	mængden	menigte	crowd	amaso	karamihan ng tao	foule	menge	lehulehu	slua	folla	turba	mano	folkemengde	multidão	?	multitud	umati wa watu	publiken	dorf	isixuku	
koring	majs	maïs	corn	grajnoj	mais	blé	mais	palaoa	arbhar	mais	frumentum	witi	mais	milho	?	maíz	nafaka	majs	corn	ukolweni	
vergelyk	sammenligne	vergelijken	compare	kompari	ihambing	comparer	vergleichen	hoohalike	a chur i gcomparáid	confrontare	compare	whakatairite i	sammenligne	comparar	?	comparar	kulinganisha	jämföra	cymharu	qhathanisa	
gedig	digt	gedicht	poem	poemo	tula	poème	gedicht	poem	dán	poesia	poem	ruri	dikt	poema	?	poema	shairi	dikt	cerdd	inkondlo	
string	streng	koord	string	kordo	string	chaîne	schnur	kaula	teaghrán	stringa	nervo	string	streng	corda	?	cadena	kamba	sträng	llinyn	intambo	
klok	klokke	bell	bell	sonorilo	kampanilya	cloche	glocke	bele	clog	campana	tintinnabulum	pere	bell	sino	?	campana	kengele	klocka	cloch	insimbi	
afhang	afhænge	afhangen	depend	dependi	depende	dépendre	abhängen	hilinai	ag brath	dipendere	ex	whakawhirinaki	avhenge	dependem	?	dependerá	hutegemea	bero	dibynnu	bathembele	
vleis	kød	vlees	meat	viando	karne	viande	fleisch	ai	feoil	carne	cibum	kai	kjøtt	carne	?	carne	nyama	kött	cig	inyama	
vryf	gnide	wrijven	rub	rub	kuskusin	rub	einreiben	hamo i	rub	strofinare	fricabis	te horoitanga i	gni	esfregar	?	frotar	kusugua	gnida	rhwbio	deda	
buis	rør	buis	tube	tubo	tube	tube	rohr	tube	feadán	tubo	tube	ngongo	tube	tubo	?	tubo	tube	röret	tiwb	umbhobho	
bekende	berømt	beroemde	famous	famaj	sikat	célèbre	berühmt	kaulana	cáiliúil	famoso	celebre	rongonui	berømt	famoso	?	famoso	maarufu	känd	enwog	esidumile	
dollar	dollaren	deas	dollar	dolaro	dollar	dollar	dollar	dala	cheadú	dollaro	pupa	tāra	dollar	dólar	?	dólar	dola	dollarn	doler	izindodla zemali	
stroom	strøm	stroom	stream	fluo	stream	courant	strom	kahawai o	sruth	ruscello	fluvius	awa	stream	córrego	?	corriente	mkondo	ström	nant	emfudlaneni	
vrees	frygt	angst	fear	timo	takot	peur	angst	makau	eagla	paura	timore	wehi	frykt	medo	?	miedo	hofu	rädsla	ofn	kwesaba	
oë	syn	zicht	sight	vido	paningin	vue	blick	maka	radharc	vista	visum	titiro	synet	vista	?	vista	mbele	syn	golwg	ukubuka	
dun	tynd	dun	thin	maldika	manipis	mince	dünn	lahilahi	tanaí	sottile	tenuis	kikokore	tynn	fina	?	delgado	nyembamba	tunn	tenau	mncane	
driehoek	trekant	driehoek	triangle	triangulo	tatsulok	triangle	dreieck	triangle	triantáin	triangolo	triangulo	tapatoru	trekant	triângulo	?	triángulo	pembetatu	triangel	triongl	calantsatfu	
planeet	verden	planeet	planet	planedo	planeta	planète	erde	honua	pláinéad	pianeta	planeta	ao	planet	planeta	?	planeta	sayari	planet	blaned	iplanethi	
haastig	skynde	haast	hurry	rapidi	magmadali	se dépêcher	eile	wikiwiki	hurry	fretta	festinate	hohoro	skynde	apressar	?	prisa	haraka	skynda	frys	shesha	
hoof	chef	chief	chief	estro	mahalaga sa lahat	chef	chef	kahuna	príomhfheidhmeannach	capo	princeps	rangatira	sjef	chefe	?	jefe	wakuu	chef	prif	abakhulu	
kolonie	koloni	kolonie	colony	kolonio	kolonya	colonie	kolonie	panalaau ia	coilíneacht	colonia	coloniam	koroni	koloni	colônia	?	colonia	koloni	koloni	nythfa	koloni	
klok	ur	klok	clock	horloĝo	orasan	horloge	uhr	uaki	clog	orologio	horologium	karaka	klokke	relógio	?	reloj	saa	klocka	cloc	washi	
myn	minen	de mijne	mine	miaj	minahan	mine	mine	i koʻu	mianach	miniera	mea	oku	gruve	mina	?	mina	yangu	gruva	mwynglawdd	emayini	
tie	slips	stropdas	tie	egaleco	itali	lien	krawatte	ka hawai i	comhionannas vótaí	cravatta	tatem	here	slips	amarrar	?	empate	tie	slips	tei	ukulingana	
betree	indtaste	voeren	enter	eniri	magpasok	entrer	eingeben	komo	isteach	inserire	intrant	tomo	inn	introduzir	?	entrar	kuingia	ange	fynd i mewn	faka	
groot	større	grote	major	granda	pangunahing	majeur	dur	nui	mór	maggiore	major	matua	stor	maior	?	importante	kuu	större	mawr	ezinkulu	
vars	frisk	vers	fresh	freŝa	sariwa	frais	frisch	hawaiian	úr	fresco	recentes	hou	frisk	fresco	?	fresco	safi	färsk	ffres	opholile	
soek	søg	zoeken	search	serĉo	paghahanap	recherche	suche	huli	cuardach	ricerca	quaerere	rapu	søk	pesquisa	?	búsqueda	search	sök	chwilio	cinga	
stuur	sende	sturen	send	sendu	magpadala ng	envoyer	senden	hoouna aku	sheoladh	inviare	mitto	tukua atu	send	enviar	?	enviar	kutuma	skicka	anfon	thumela	
geel	gul	geel	yellow	flava	dilaw	jaune	gelb	melemele	buí	giallo	flavis	kōwhai	gul	amarelo	?	amarillo	njano	gul	melyn	ophuzi	
geweer	pistol	pistool	gun	pafilo	gun	pistolet	pistole	ka pū	gunna	pistola	gun	pū	pistol	pistola	?	pistola	bunduki	pistol	gwn	isibhamu	
toelaat	tillade	toelaten	allow	permesi	pumayag	permettre	erlauben	ae aku	ar chumas	consentire	sino	tukua	tillate	permitir	?	permitir	kuruhusu	tillåta	caniatáu	uvumele	
druk	udskriv	afdrukken	print	print	naka-print	impression	druck	paʻi	cló	stampa	print	tā	print	impressão	?	print	magazeti	tryck	print	ukubhala	
dood	død	dood	dead	mortinto	patay	mort	tot	make	marbh	morto	mortuus	mate	døde	morto	?	muerto	wafu	död	marw	efile	
spot	plet	plek	spot	punkto	spot	place	stelle	wahi	láthair	spot	locum	wahi	sted	local	?	lugar	doa	fläck	fan a’r lle	indawo	
woestyn	ørken	woestijn	desert	dezerto	disyerto	désert	wüste	waonahele	fásach	deserto	deserto	koraha	ørkenen	deserto	?	desierto	jangwa	öken	anialwch	hlamuka	
pak	kulør	pak	suit	kostumo	suit	costume	anzug	hoopii	oireann	tuta	sectam	take	drakt	terno	?	traje	suti	kostym	siwt	izembatho	
